# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized using algorithm=iamb on processors=16
0.000647427,7.44803,2.59425,4105.3,0.00933333,1.20112,0.567836,0.00919917,475.385,3840.68,4105.91,0.0421265
