# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C3_discretized using algorithm=inter.iamb on processors=32
0.000945754,6.08523,4.81751,2508.82,0.00454904,3.11904,0.636863,0.00779831,278.244,2402.28,2509.5,0.0412266
