# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized using algorithm=inter.iamb on processors=2
4.7526e-05,51.7037,35.3746,32350.7,0.319532,2.13623,0.318136,0.0383672,2499.21,29056.1,32351.1,0.0388083
