# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C1_discretized using algorithm=gs on processors=1
0.0,44.0036,0.0,0.0,0.0,0.0,0.0,0.0636141,0.0,10943.1,11499.8,0.0347823
