# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C3_discretized using algorithm=iamb on processors=64
0.00136811,5.0858,3.45941,1263.89,0.0042559,3.67175,1.21227,0.00700689,160.596,1150.32,1265.15,0.0428896
