# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C1_discretized using algorithm=iamb on processors=4
5.4707e-05,11.3847,5.25642,7290.11,0.0701732,0.894421,0.362496,0.0183078,634.177,6324.62,7290.52,0.0387146
