# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.14142 using algorithm=iamb on processors=32
0.000977258,2.49708,0.374279,393.996,0.00171845,0.280517,0.143401,0.00286157,52.2186,366.783,394.151,0.0234841
