# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.2500 using algorithm=iamb on processors=1
0.0,8.48293,0.0,0.0,0.0,0.0,0.0,0.00235017,0.0,290.898,296.951,0.00700924
