# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.3536 using algorithm=iamb on processors=2
0.000124296,5.815,0.0243746,304.553,0.00129753,0.00891119,0.0108578,0.00186071,3.48114,294.564,304.567,0.00854565
