# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.3536 using algorithm=gs on processors=2
4.1054e-05,5.83291,0.0183412,183.225,0.00125516,0.0078939,0.00528642,0.000690078,11.0837,168.356,183.231,0.00724238
