# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.14142 using algorithm=inter.iamb on processors=32
0.000997617,2.40597,0.713832,394.983,0.0015753,0.627893,0.143074,0.00285465,49.3118,368.29,395.138,0.0219003
