# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.7071 using algorithm=gs on processors=8
0.00052789,3.50926,0.10469,198.349,0.000832478,0.0626148,0.0276776,0.000916412,76.0594,156.922,198.38,0.0125476
