# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.5000 using algorithm=inter.iamb on processors=4
5.6895e-05,4.20364,0.0298424,305.227,0.00101386,0.0293248,0.019011,0.00210248,7.31306,291.451,305.249,0.0100279
