# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.5000 using algorithm=gs on processors=4
5.4809e-05,4.13647,0.051711,184.258,0.00099585,0.0281792,0.0151001,0.000822079,26.7145,154.166,184.275,0.00951001
