# warmup,reading,redistributing,blankets,symmetry,sync,neighbors,direction,mxx,gsquare,network,writing
# our runtime for dataset=C2_discretized.28284 using algorithm=inter.iamb on processors=128
1.50954,4.40731,3.6621,460.24,0.0214524,7.21568,1.06578,0.01339,83.7502,406.727,461.352,0.0417828
